m.diff	sd.ratio	n1	n.ratio	exp_cohen	exp_glass1	exp_glass2	exp_cohenprime	exp_shieh	var_cohen	var_glass1	var_glass2	var_cohenprime	var_shieh
4	10	50	2,5	0,016	0,003	0,203	0,004	0,002	1,057	0,951	0,884	0,951	0,951
4	4	50	2,5	0,013	0,003	0,091	0,004	0,003	1,029	0,955	0,881	0,954	0,951
4	2	50	2,5	0,008	0,001	0,035	0,002	0,002	0,959	0,959	0,884	0,953	0,932
4	0,1	50	2,5	0,02	0,006	0,001	0,001	0	2,752	0,994	0,995	0,995	0,995
4	0,5	50	2,5	0,012	0,002	0,009	0,007	0,004	1,562	0,982	0,915	0,934	0,924
4	0,25	50	2,5	0,024	0,01	0,006	0,007	0,003	2,422	0,987	0,962	0,967	0,964
			max	0,25	0,025	0,21	0,029	0,008	5,624	1,009	1,011	1,011	1,011
			min	0	0	0	0	0	0,208	0,881	0,872	0,882	0,881
			mean	0,015	0,004	0,012	0,003	0,001	1,638	0,972	0,973	0,977	0,973
			sd	0,034	0,006	0,03	0,005	0,002	1,357	0,033	0,036	0,029	0,032
