m.diff	sd.ratio	n1	n.ratio	exp_cohen	exp_glass1	exp_glass2	exp_cohenprime	exp_shieh	var_cohen	var_glass1	var_glass2	var_cohenprime	var_shieh
0	0,5	50	0,5	0,000	0,000	0,000	0,000	0,000	0,665	0,997	0,996	0,997	0,997
0	0,25	50	0,5	0,000	0,001	0,000	0,000	0,000	0,546	0,995	0,998	0,998	0,998
1	10	50	0,5	0,015	0,001	0,011	0,002	0,001	2,253	0,983	0,996	0,983	0,983
1	4	50	0,5	0,012	0,000	0,004	0,000	0,000	1,974	0,977	0,991	0,976	0,976
1	2	50	0,5	0,003	0,001	0,001	0,001	0,000	1,502	0,984	0,995	0,986	0,984
1	0,1	50	0,5	0,000	0,001	0,000	0,000	0,000	0,509	0,995	0,997	0,997	0,997
1	0,5	50	0,5	0,000	0,003	0,001	0,001	0,001	0,685	0,990	0,996	0,997	0,997
1	0,25	50	0,5	0,001	0,002	0,001	0,001	0,001	0,557	0,996	1,002	1,002	1,002
2	10	50	0,5	0,030	0,003	0,002	0,004	0,001	2,513	0,961	0,981	0,960	0,961
2	4	50	0,5	0,021	0,002	0,001	0,002	0,001	2,115	0,958	0,983	0,956	0,957
2	2	50	0,5	0,008	0,000	0,002	0,000	0,000	1,469	0,963	0,978	0,961	0,960
2	0,1	50	0,5	0,001	0,001	0,000	0,000	0,000	0,515	0,996	0,999	0,999	0,999
2	0,5	50	0,5	0,001	0,002	0,000	0,000	0,000	0,737	0,974	0,995	0,995	0,994
2	0,25	50	0,5	0,001	0,000	0,000	0,000	0,000	0,583	0,991	1,003	1,002	1,002
3	10	50	0,5	0,045	0,004	0,002	0,005	0,002	2,654	0,950	0,975	0,949	0,950
3	4	50	0,5	0,032	0,003	0,001	0,003	0,001	2,185	0,945	0,971	0,941	0,943
3	2	50	0,5	0,009	0,003	0,001	0,003	0,001	1,452	0,950	0,977	0,948	0,946
3	0,1	50	0,5	0,001	0,003	0,000	0,000	0,000	0,524	0,995	1,000	1,000	1,000
3	0,5	50	0,5	0,002	0,002	0,000	0,000	0,000	0,796	0,966	0,984	0,983	0,982
3	0,25	50	0,5	0,001	0,002	0,000	0,000	0,000	0,617	0,980	0,993	0,993	0,993
4	10	50	0,5	0,066	0,001	0,010	0,002	0,001	2,750	0,953	0,975	0,952	0,953
4	4	50	0,5	0,042	0,004	0,003	0,005	0,002	2,248	0,950	0,980	0,945	0,947
4	2	50	0,5	0,011	0,004	0,003	0,004	0,002	1,434	0,946	0,973	0,938	0,938
4	0,1	50	0,5	0,001	0,002	0,000	0,000	0,000	0,533	0,985	0,995	0,995	0,995
4	0,5	50	0,5	0,002	0,004	0,000	0,000	0,000	0,861	0,956	0,980	0,980	0,980
4	0,25	50	0,5	0,003	0,000	0,000	0,000	0,000	0,661	0,979	0,985	0,985	0,986
0	10	50	2,5	0,001	0,000	0,005	0,001	0,000	0,409	0,998	0,985	0,998	0,998
0	4	50	2,5	0,000	0,000	0,000	0,000	0,000	0,455	1,006	0,993	1,006	1,006
0	2	50	2,5	0,000	0,000	0,000	0,000	0,000	0,590	0,998	0,992	0,999	0,999
0	0,1	50	2,5	0,000	0,003	0,000	0,000	0,000	2,710	1,001	1,005	1,004	1,005
0	0,5	50	2,5	0,002	0,003	0,002	0,002	0,001	1,746	1,002	1,003	1,003	1,002
0	0,25	50	2,5	0,000	0,001	0,000	0,000	0,000	2,374	0,995	0,999	0,998	0,999
1	10	50	2,5	0,004	0,001	0,056	0,001	0,001	0,528	0,980	0,925	0,979	0,979
1	4	50	2,5	0,004	0,000	0,020	0,001	0,000	0,558	0,986	0,922	0,986	0,986
1	2	50	2,5	0,002	0,000	0,008	0,000	0,000	0,655	0,988	0,936	0,988	0,981
1	0,1	50	2,5	0,004	0,000	0,001	0,001	0,000	2,684	0,991	0,993	0,993	0,993
1	0,5	50	2,5	0,003	0,001	0,003	0,002	0,001	1,716	0,993	0,984	0,986	0,983
1	0,25	50	2,5	0,005	0,005	0,002	0,003	0,001	2,353	0,989	0,984	0,984	0,984
2	10	50	2,5	0,007	0,003	0,098	0,004	0,002	0,754	0,964	0,887	0,963	0,963
2	4	50	2,5	0,007	0,001	0,046	0,002	0,001	0,757	0,967	0,892	0,965	0,964
2	2	50	2,5	0,003	0,001	0,019	0,001	0,001	0,770	0,960	0,896	0,957	0,943
2	0,1	50	2,5	0,009	0,002	0,001	0,001	0,000	2,720	1,000	1,002	1,002	1,002
2	0,5	50	2,5	0,005	0,002	0,005	0,005	0,002	1,677	0,991	0,965	0,967	0,962
2	0,25	50	2,5	0,014	0,001	0,002	0,003	0,001	2,388	0,994	0,986	0,985	0,986
3	10	50	2,5	0,011	0,003	0,145	0,004	0,003	0,935	0,954	0,883	0,953	0,952
3	4	50	2,5	0,009	0,003	0,059	0,004	0,002	0,916	0,954	0,884	0,950	0,949
3	2	50	2,5	0,004	0,003	0,032	0,003	0,002	0,881	0,957	0,884	0,953	0,933
3	0,1	50	2,5	0,013	0,001	0,002	0,002	0,001	2,738	1,003	1,000	1,000	1,000
3	0,5	50	2,5	0,009	0,003	0,007	0,007	0,003	1,612	0,981	0,936	0,935	0,930
3	0,25	50	2,5	0,021	0,003	0,003	0,004	0,002	2,405	0,991	0,975	0,973	0,974
4	10	50	2,5	0,017	0,003	0,212	0,004	0,003	1,057	0,951	0,884	0,950	0,949
4	4	50	2,5	0,013	0,003	0,095	0,005	0,003	1,029	0,955	0,881	0,950	0,947
4	2	50	2,5	0,008	0,001	0,037	0,001	0,001	0,959	0,959	0,884	0,952	0,929
4	0,1	50	2,5	0,020	0,006	0,001	0,001	0,000	2,752	0,994	0,995	0,995	0,995
4	0,5	50	2,5	0,012	0,002	0,010	0,009	0,004	1,562	0,982	0,915	0,911	0,907
4	0,25	50	2,5	0,025	0,010	0,006	0,008	0,003	2,422	0,987	0,962	0,959	0,960
			max	0,252	0,026	0,219	0,030	0,009	5,624	1,009	1,011	1,011	1,011
			min	0,000	0,000	0,000	0,000	0,000	0,208	0,881	0,872	0,860	0,867
			mean	0,015	0,005	0,012	0,003	0,001	1,638	0,972	0,973	0,974	0,970
			sd	0,034	0,006	0,031	0,006	0,002	1,357	0,033	0,036	0,034	0,036
